"Year"	"Author"	"Dataset"	"Position"	"X5prime"	"Reads"	"SD"	"Type"	"DataType"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	499	0	0.9735	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	498	0	0.9739	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	497	0	0.9756	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	496	0	0.9768	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	495	0	0.9792	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	494	0	0.9778	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	493	0	0.978	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	492	0	0.9783	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	491	0	0.979	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	490	0	0.9796	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	489	0	0.9815	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	488	0	0.9813	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	487	0	0.9794	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	486	0	0.9797	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	485	0	0.9789	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	484	0	0.9774	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	483	0	0.9888	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	482	0	0.989	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	481	0	1.008	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	480	0	1.0112	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	479	0	1.0135	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	478	0	1.013	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	477	0	1.0155	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	476	0	1.0123	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	475	0	1.0111	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	474	0	1.0125	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	473	0	1.0086	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	472	0	1.0086	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	471	0	1.0091	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	470	0	1.006	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	469	0	1.0048	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	468	0	1.0061	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	467	0	1.0065	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	466	0	1.0067	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	465	0	1.0068	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	464	0	1.0052	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	463	0	1.0055	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	462	0	1.01	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	461	0	1.0099	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	460	0	1.0083	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	459	0	1.0171	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	458	0	1.0174	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	457	0	1.0181	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	456	0	1.0203	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	455	0	1.0184	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	454	0	1.0157	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	453	0	1.0153	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	452	0	1.0128	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	451	0	1.0114	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	450	0	1.0127	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	449	0	1.0142	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	448	0	1.0111	0	100	"mRNA"
"2015"	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"	447	0	1.0129	0	100	"mRNA"
