"Year"	"Author"	"Dataset"	"Position"	"X5prime"	"Reads"	"SD"	"Type"	"DataType"
"2009"	"Ingolia"	"mRNA-rich-2"	499	0	1.005	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	498	0	1.0016	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	497	0	1.0027	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	496	0	1.0097	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	495	0	1.0064	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	494	0	1.0001	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	493	0	0.9956	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	492	0	0.9971	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	491	0	0.991	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	490	0	0.99	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	489	0	0.9874	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	488	0	0.9894	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	487	0	0.9914	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	486	0	0.9908	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	485	0	0.9911	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	484	0	0.988	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	483	0	0.9936	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	482	0	0.9933	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	481	0	0.9924	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	480	0	0.9944	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	479	0	0.9935	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	478	0	0.9957	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	477	0	0.9984	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	476	0	1.0029	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	475	0	1.0038	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	474	0	1.0007	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	473	0	0.9963	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	472	0	0.9928	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	471	0	0.9921	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	470	0	0.9941	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	469	0	0.9918	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	468	0	0.9919	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	467	0	0.9963	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	466	0	0.9905	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	465	0	0.9876	0	100	"mRNA"
"2009"	"Ingolia"	"mRNA-rich-2"	464	0	0.9878	0	100	"mRNA"
