"Year"	"Author"	"Dataset"	"Position"	"X5prime"	"Reads"	"SD"	"Type"	"DataType"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	499	0	0.9838	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	498	0	0.9844	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	497	0	0.984	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	496	0	0.9804	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	495	0	0.9878	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	494	0	0.9885	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	493	0	0.984	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	492	0	0.9856	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	491	0	0.9946	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	490	0	0.9965	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	489	0	1.0002	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	488	0	0.999	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	487	0	0.9971	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	486	0	0.9946	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	485	0	0.9943	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	484	0	0.9904	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	483	0	0.9976	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	482	0	1.0017	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	481	0	1.0005	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	480	0	1.0015	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	479	0	1.0037	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	478	0	0.9992	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	477	0	1.0043	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	476	0	1.0019	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	475	0	1.0034	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	474	0	1.0068	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	473	0	1.0046	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	472	0	1.0034	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	471	0	1.0038	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	470	0	1.0047	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	469	0	1.005	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	468	0	1.0058	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	467	0	1.0048	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_rapamycin_rep3"	466	0	1.0068	0	100	"mRNA"
