"ORF"	"Length"	"uATGs"	"FE_atg"	"FE_cap"	"utr"	"utr_gc"	"polyA"	"RPF"
"YAL001C"	1160	NA	-4.9	NA	NA	NA	21.4	22.369
"YAL002W"	1274	1	-0.7	-7	136	0.352941176470588	30.5	17.66
"YAL003W"	206	0	0	-1.5	22	0.363636363636364	23.7	2479.959
"YAL007C"	215	0	-3.2	-9.4	76	0.381578947368421	22.2	235.433
"YAL008W"	198	0	-1.4	-9.3	49	0.408163265306122	28.7	74.58
"YAL009W"	259	0	-1.7	-18	26	0.384615384615385	34.9	19.687
"YAL010C"	493	0	-0.4	-5.5	42	0.380952380952381	30.4	66.019
"YAL011W"	625	0	-0.3	-9	15	0.333333333333333	33.9	21.99
"YAL012W"	394	0	0	-1.5	65	0.4	28.7	596.999
"YAL013W"	405	0	-2.8	-8	19	0.263157894736842	30.2	89.128
"YAL014C"	255	1	-2.5	-13.3	49	0.408163265306122	38.4	68.421
"YAL015C"	399	NA	0	NA	NA	NA	10.2	15.668
"YAL016W"	635	0	-1.2	-6.9	88	0.375	24.3	188.212
"YAL017W"	1356	NA	-1.6	NA	NA	NA	0.7	20.164
"YAL018C"	325	NA	0	NA	NA	NA	NA	8.339
"YAL019W"	1131	0	0	-13.4	111	0.333333333333333	22	45.987
"YAL020C"	333	NA	-3.6	NA	NA	NA	NA	13.969
"YAL021C"	837	NA	-0.1	NA	NA	NA	31.1	106.486
"YAL022C"	517	0	-2.3	-11.7	17	0.294117647058824	35.8	75.254
"YAL023C"	759	0	-0.9	-5.9	89	0.370786516853933	23.9	103.9
"YAL024C"	1435	NA	-1.3	NA	NA	NA	19.5	16.73
"YAL025C"	306	0	-1.3	-7.2	24	0.333333333333333	32.5	263.644
"YAL026C"	1355	NA	-4.7	NA	NA	NA	NA	50.545
"YAL027W"	261	1	-3.3	-4.9	81	0.37037037037037	31.3	34.204
"YAL028W"	528	NA	-0.9	NA	NA	NA	44.8	14.946
"YAL029C"	1471	NA	0	NA	NA	NA	26.4	24.533
"YAL030W"	117	0	-3.1	-11	23	0.347826086956522	24.2	132.97
"YAL031C"	760	NA	-0.2	NA	NA	NA	28.5	23.583
"YAL032C"	379	0	-5.7	-5	21	0.333333333333333	37.4	71.667
"YAL033W"	173	NA	0	NA	NA	NA	27.7	133.769
"YAL034C"	413	NA	-1	NA	NA	NA	NA	9.473
"YAL034W-A"	289	0	-0.4	-9	45	0.377777777777778	30.1	27.076
"YAL035W"	1002	0	-0.7	-4	27	0.37037037037037	21.4	354.42
"YAL036C"	369	NA	-2.6	NA	NA	NA	20.5	180.12
"YAL037W"	267	NA	-2.1	NA	NA	NA	NA	2.87
"YAL038W"	500	0	0	-4	28	0.392857142857143	19	8845.157
"YAL039C"	269	0	0	-3.2	57	0.385964912280702	32	53.669
"YAL040C"	580	1	0	-8.8	322	0.397515527950311	30.1	17.964
"YAL041W"	854	0	-0.9	-13.7	33	0.393939393939394	21.1	82.279
"YAL042W"	415	0	0	-11.7	17	0.294117647058824	26.9	89.892
"YAL043C"	785	NA	0	NA	NA	NA	3.3	113.224
"YAL044C"	170	0	0	-7.3	10	0.5	25.3	1093.166
"YAL044W-A"	110	0	0	-12.7	2	1	34.2	64.268
"YAL046C"	118	NA	0	NA	NA	NA	NA	154.148
"YAL047C"	622	NA	0	NA	NA	NA	NA	31.016
"YAL048C"	662	0	-4	-13.2	2	1	NA	42.582
"YAL049C"	246	NA	0	NA	NA	NA	27.5	86.778
"YAL051W"	1047	0	-0.3	-8.8	26	0.384615384615385	33	36.864
"YAL053W"	783	NA	0	NA	NA	NA	29.3	96.88
"YAL054C"	713	NA	-0.4	NA	NA	NA	NA	0.93
"YAL055W"	180	0	0	-3.4	1	1	30.4	31.045
"YAL056W"	880	NA	0	NA	NA	NA	22.9	25.42
"YAL058W"	502	NA	0	NA	NA	NA	28.8	26.944
"YAL059W"	212	NA	-1.9	NA	NA	NA	NA	122.228
"YAL060W"	382	NA	-2.1	NA	NA	NA	NA	107.883
"YAL061W"	417	NA	-1	NA	NA	NA	NA	10.95
"YAR002C-A"	219	NA	-0.3	NA	NA	NA	NA	173.866
"YAR002W"	539	0	-1.1	-3.9	43	0.372093023255814	25.1	240.507
"YAR003W"	426	0	0	-11.5	86	0.383720930232558	35.3	20.842
"YAR007C"	621	NA	0	NA	NA	NA	27	77.023
"YAR008W"	275	NA	-2.2	NA	NA	NA	28.2	25.585
"YAR014C"	709	0	-4.7	-11.8	151	0.357615894039735	33.9	32.346
"YAR015W"	306	0	0	-12.6	104	0.336538461538462	27.4	461.693
"YAR018C"	435	NA	-3.3	NA	NA	NA	NA	51.667
"YAR019C"	974	0	-2	-10.3	34	0.382352941176471	20.6	15.887
"YAR023C"	179	NA	-2.2	NA	NA	NA	57	4.16
"YAR027W"	235	NA	0	NA	NA	NA	NA	117.527
"YAR028W"	234	NA	-4.5	NA	NA	NA	32.4	93.639
"YAR035W"	687	NA	0	NA	NA	NA	NA	26.415
"YAR042W"	1188	NA	0	NA	NA	NA	NA	35.815
"YBL001C"	104	0	-2.1	-9.2	62	0.403225806451613	20.2	267.605
"YBL002W"	131	0	0	-2.8	24	0.333333333333333	24.7	3647.651
"YBL004W"	2493	NA	-0.4	NA	NA	NA	22.5	37.681
"YBL005W"	976	NA	-3	NA	NA	NA	41.1	18.178
"YBL006C"	180	NA	-2.2	NA	NA	NA	30.8	118.66
"YBL007C"	1244	0	-1.4	-11.9	50	0.42	28.5	88.897
"YBL008W"	840	NA	-4.6	NA	NA	NA	26.1	25.499
"YBL008W-A"	79	NA	-3.3	NA	NA	NA	NA	5.673
"YBL009W"	676	1	-2.2	-10.5	38	0.394736842105263	32.1	49.165
"YBL010C"	280	0	-1.4	-14.4	3	0.666666666666667	20.7	62.198
"YBL011W"	759	1	-1.9	-9.7	102	0.343137254901961	19.2	30.435
"YBL013W"	401	0	-0.1	-3.5	67	0.388059701492537	4.7	24.038
"YBL014C"	894	NA	-2.4	NA	NA	NA	NA	22.497
"YBL015W"	526	0	0	-4.3	93	0.354838709677419	21.5	53.754
