Position	Mean	SD	End	BG	DataType
1	0.711761864130298	0.0120411197831706	5	Data	mRNA
2	0.735825156222551	0.0121169096795242	5	Data	mRNA
3	0.741225186337742	0.0120316460461264	5	Data	mRNA
4	0.740846236855974	0.0117853288829774	5	Data	mRNA
5	0.734688307777248	0.00842499435340176	5	Data	mRNA
6	0.737340954149622	0.00831604637739353	5	Data	mRNA
7	0.740277812633322	0.00837194142595427	5	Data	mRNA
8	0.742172560042161	0.00823741435992672	5	Data	mRNA
9	0.743972570080558	0.00817867719025272	5	Data	mRNA
10	0.743783095339674	0.00811804527316987	5	Data	mRNA
11	0.747098903305142	0.0080119394182749	5	Data	mRNA
12	0.74747785278691	0.00798730770196	5	Data	mRNA
13	0.748425226491329	0.00780635932441589	5	Data	mRNA
14	0.746435741712049	0.00734688307777248	5	Data	mRNA
15	0.750509448641052	0.00731940924034432	5	Data	mRNA
16	0.750509448641052	0.00727488267623661	5	Data	mRNA
17	0.754962105051823	0.00736488317815645	5	Data	mRNA
18	0.757141064571988	0.00733456721961503	5	Data	mRNA
19	0.757614751424198	0.00736298843074761	5	Data	mRNA
20	0.761025296760107	0.00739804125781113	5	Data	mRNA
21	0.761120034130549	0.00739330438928903	5	Data	mRNA
22	0.761404246241875	0.00736772529926971	5	Data	mRNA
23	0.764530579466459	0.00740183075262881	5	Data	mRNA
24	0.765383215800437	0.00738762014706252	5	Data	mRNA
25	0.765193741059553	0.00732604085627525	5	Data	mRNA
26	0.767372700579718	0.00733172509850177	5	Data	mRNA
27	0.767467437950159	0.00731656711923106	5	Data	mRNA
28	0.767467437950159	0.00729098802921174	5	Data	mRNA
29	0.766141114763972	0.00727677742364545	5	Data	mRNA
30	0.765383215800437	0.00725214570733054	5	Data	mRNA
31	0.767277963209275	0.0071867769217256	5	Data	mRNA
32	0.770499033804302	0.00723130348583331	5	Data	mRNA
33	0.771635882249605	0.00726635631289683	5	Data	mRNA
34	0.772299043842698	0.0072597246969659	5	Data	mRNA
35	0.773814841769769	0.00732225136145758	5	Data	mRNA
36	0.773720104399327	0.00731656711923106	5	Data	mRNA
37	0.774951690215073	0.00729572489773383	5	Data	mRNA
38	0.77334115491756	0.0072455140913996	5	Data	mRNA
39	0.773625367028886	0.00723225085953773	5	Data	mRNA
40	0.775235902326398	0.00730519863477803	5	Data	mRNA
41	0.769835872211208	0.00728625116068964	5	Data	mRNA
42	0.76898323587723	0.00727393530253219	5	Data	mRNA
43	0.765477953170879	0.00727393530253219	5	Data	mRNA
44	0.768320074284137	0.00711572389389415	5	Data	mRNA
45	0.771067458026953	0.00728814590809848	5	Data	mRNA
46	0.771351670138279	0.00722372449619796	5	Data	mRNA
47	0.770688508545185	0.00716782944763721	5	Data	mRNA
48	0.772962205435792	0.00717446106356815	5	Data	mRNA
49	0.775520114437724	0.00718014530579466	5	Data	mRNA
50	0.778362235550983	0.00721046126433609	5	Data	mRNA
51	0.779120134514518	0.00726256681807915	5	Data	mRNA
52	0.777983286069215	0.00727298792882777	5	Data	mRNA
53	0.776562225512586	0.00721046126433609	5	Data	mRNA
54	0.780067508218938	0.00726730368660125	5	Data	mRNA
55	0.778362235550983	0.00719530328506538	5	Data	mRNA
56	0.781867518257334	0.00774288528621979	5	Data	mRNA
57	0.785372800963686	0.00795604436971416	5	Data	mRNA
58	0.786225437297664	0.0079190967952418	5	Data	mRNA
59	0.784804376741035	0.00788120184706502	5	Data	mRNA
60	0.78897282104048	0.00787267548372525	5	Data	mRNA
61	0.789257033151806	0.00784993851481918	5	Data	mRNA
62	0.791057043190203	0.0078556227570457	5	Data	mRNA
63	0.789067558410922	0.00771067458026953	5	Data	mRNA
64	0.788878083670038	0.00772772730694908	5	Data	mRNA
65	0.791720204783296	0.00771256932767837	5	Data	mRNA
66	0.792572841117274	0.0076699375109795	5	Data	mRNA
67	0.792762315858157	0.00772299043842698	5	Data	mRNA
68	0.792667578487716	0.00769362185358998	5	Data	mRNA
69	0.794562325896554	0.00772109569101814	5	Data	mRNA
70	0.795414962230532	0.00773056942806234	5	Data	mRNA
71	0.797593921750696	0.00777035912364795	5	Data	mRNA
72	0.796457073305393	0.00770783245915627	5	Data	mRNA
73	0.793709689562577	0.00752119983938565	5	Data	mRNA
74	0.79238336637639	0.00749467337566191	5	Data	mRNA
75	0.790488618967551	0.00724835621251286	5	Data	mRNA
76	0.793993901673903	0.00744635731673652	5	Data	mRNA
77	0.793141265339925	0.00743404145857907	5	Data	mRNA
78	0.795983386453183	0.00748898913343539	5	Data	mRNA
79	0.795983386453183	0.00747193640675584	5	Data	mRNA
80	0.797120234898487	0.00745488368007629	5	Data	mRNA
81	0.799867618641303	0.00747288378046026	5	Data	mRNA
82	0.800625517604838	0.00762067407834969	5	Data	mRNA
83	0.799583406529977	0.00721804025397144	5	Data	mRNA
84	0.799962356011745	0.00716309257911512	5	Data	mRNA
85	0.795130750119206	0.00693856501116772	5	Data	mRNA
86	0.795414962230532	0.0069376176374633	5	Data	mRNA
87	0.796172861194067	0.00694614400080307	5	Data	mRNA
88	0.79484653800788	0.00692435440560143	5	Data	mRNA
89	0.800151830752629	0.0105158481190554	5	Data	mRNA
90	0.800909729716164	0.0104874269079228	5	Data	mRNA
91	0.795036012748764	0.00694614400080307	5	Data	mRNA
92	0.7957939117123	0.00698972319120636	5	Data	mRNA
93	0.798636032825558	0.00701151278640801	5	Data	mRNA
94	0.795604436971416	0.00686656460963184	5	Data	mRNA
95	0.795036012748764	0.00684098551961252	5	Data	mRNA
96	0.794088639044345	0.00671877431174242	5	Data	mRNA
97	0.79532022486009	0.00681540642959319	5	Data	mRNA
98	0.792667578487716	0.00666193188947725	5	Data	mRNA
99	0.793614952192135	0.00671214269581148	5	Data	mRNA
100	0.792951790599041	0.00669319522172309	5	Data	mRNA
101	0.792478103746832	0.00671593219062916	5	Data	mRNA
102	0.796646548046277	0.00676898511807664	5	Data	mRNA
103	0.796362335934951	0.00675572188621477	5	Data	mRNA
104	0.797499184380254	0.00679645895550481	5	Data	mRNA
105	0.799014982307326	0.00680877481366226	5	Data	mRNA
106	0.798730770196	0.00685045925665671	5	Data	mRNA
107	0.799014982307326	0.0069717230908224	5	Data	mRNA
108	0.799867618641303	0.00697077571711798	5	Data	mRNA
109	0.799014982307326	0.00696414410118704	5	Data	mRNA
110	0.795414962230532	0.00691014380003514	5	Data	mRNA
111	0.798730770196	0.00709488167239692	5	Data	mRNA
112	0.79484653800788	0.00683719602479484	5	Data	mRNA
113	0.793046527969483	0.0067718272391899	5	Data	mRNA
114	0.791151780560645	0.00667045825281703	5	Data	mRNA
115	0.790014932115341	0.00665624764725073	5	Data	mRNA
116	0.787078073631641	0.00663824754686677	5	Data	mRNA
117	0.789351770522248	0.00657477350867067	5	Data	mRNA
118	0.789351770522248	0.00659561573016789	5	Data	mRNA
119	0.788878083670038	0.00661266845684744	5	Data	mRNA
120	0.791341255301528	0.00661930007277838	5	Data	mRNA
121	0.790583356337993	0.00663161593093583	5	Data	mRNA
122	0.788688608929154	0.00661361583055186	5	Data	mRNA
123	0.793046527969483	0.00707877631942179	5	Data	mRNA
124	0.79238336637639	0.00705035510828921	5	Data	mRNA
125	0.792004416894622	0.00706646046126434	5	Data	mRNA
126	0.792193891635506	0.00709014480387482	5	Data	mRNA
127	0.792193891635506	0.00707877631942179	5	Data	mRNA
128	0.79238336637639	0.00716688207393279	5	Data	mRNA
129	0.793899164303461	0.00718014530579466	5	Data	mRNA
130	0.796741285416719	0.007352567319999	5	Data	mRNA
131	0.797214972268929	0.00743783095339674	5	Data	mRNA
132	0.799393931789093	0.00747383115416468	5	Data	mRNA
133	0.798636032825558	0.00747098903305142	5	Data	mRNA
134	0.798541295455116	0.00746341004341607	5	Data	mRNA
135	0.801383416568374	0.0074359362059879	5	Data	mRNA
136	0.803372901347655	0.00747098903305142	5	Data	mRNA
137	0.803467638718097	0.0074747785278691	5	Data	mRNA
138	0.805267648756494	0.00767751650061485	5	Data	mRNA
139	0.802993951865887	0.00767372700579717	5	Data	mRNA
140	0.799962356011745	0.00716593470022837	5	Data	mRNA
141	0.802520265013677	0.00710056591462343	5	Data	mRNA
142	0.799299194418651	0.00703709187642733	5	Data	mRNA
143	0.799962356011745	0.00701624965493011	5	Data	mRNA
144	0.799772881270861	0.00699351268602404	5	Data	mRNA
145	0.800341305493513	0.00700961803899917	5	Data	mRNA
146	0.79825708334379	0.00687603834667604	5	Data	mRNA
147	0.798162345973348	0.00695467036414285	5	Data	mRNA
148	0.798446558084674	0.00697267046452682	5	Data	mRNA
149	0.798825507566442	0.00697456521193565	5	Data	mRNA
150	0.80072025497528	0.00698119682786659	5	Data	mRNA
151	0.798920244936884	0.0067670903706678	5	Data	mRNA
152	0.800246568123071	0.00677466936030316	5	Data	mRNA
153	0.799488669159535	0.00672161643285567	5	Data	mRNA
154	0.800151830752629	0.00673582703842196	5	Data	mRNA
155	0.80119394182749	0.00679361683439155	5	Data	mRNA
156	0.807446608276658	0.00736488317815645	5	Data	mRNA
157	0.804225537681632	0.00734498833036364	5	Data	mRNA
158	0.803846588199865	0.00737151479408738	5	Data	mRNA
159	0.806499234572239	0.0073724621677918	5	Data	mRNA
160	0.806215022460913	0.00737151479408738	5	Data	mRNA
161	0.806783446683565	0.00740372550003764	5	Data	mRNA
162	0.810857153612568	0.00755625266644917	5	Data	mRNA
163	0.810857153612568	0.00756098953497127	5	Data	mRNA
164	0.810288729389916	0.0076017266042613	5	Data	mRNA
165	0.811804527316987	0.00758183175646849	5	Data	mRNA
166	0.808109769869752	0.00704277611865385	5	Data	mRNA
167	0.807067658794891	0.0070304602604964	5	Data	mRNA
168	0.807446608276658	0.00702098652345221	5	Data	mRNA
169	0.805457123497378	0.006805932692549	5	Data	mRNA
170	0.806972921424449	0.00702477601826988	5	Data	mRNA
171	0.808583456721962	0.00710909227796321	5	Data	mRNA
172	0.807825557758426	0.0074065676211509	5	Data	mRNA
173	0.807825557758426	0.00741509398449068	5	Data	mRNA
174	0.808109769869752	0.00739614651040229	5	Data	mRNA
175	0.805646598238261	0.00736488317815645	5	Data	mRNA
176	0.804225537681632	0.0073184618666399	5	Data	mRNA
177	0.804225537681632	0.00717161894245489	5	Data	mRNA
178	0.803751850829423	0.00720004015358747	5	Data	mRNA
179	0.80507817401561	0.00723793510176425	5	Data	mRNA
180	0.808299244610636	0.00723509298065099	5	Data	mRNA
181	0.808393981981078	0.00726351419178357	5	Data	mRNA
182	0.810004517278591	0.0073137249981178	5	Data	mRNA
183	0.809057143574171	0.00727772479734986	5	Data	mRNA
184	0.805172911386052	0.0072208823750847	5	Data	mRNA
185	0.806120285090471	0.00723035611212889	5	Data	mRNA
186	0.8075413456471	0.00714509247873115	5	Data	mRNA
187	0.806404497201797	0.00708825005646598	5	Data	mRNA
188	0.807257133535774	0.00705130248199363	5	Data	mRNA
189	0.809530830426381	0.00720382964840515	5	Data	mRNA
190	0.813604537355384	0.00788025447336061	5	Data	mRNA
191	0.815499284764223	0.00795983386453183	5	Data	mRNA
192	0.817204557432178	0.00797120234898487	5	Data	mRNA
193	0.81777298165483	0.00796551810675835	5	Data	mRNA
194	0.820804577508972	0.00802236052902352	5	Data	mRNA
195	0.822320375436043	0.00803467638718097	5	Data	mRNA
196	0.824404597585766	0.00805362386126936	5	Data	mRNA
197	0.825257233919743	0.00804225537681632	5	Data	mRNA
198	0.828667779255653	0.00810193992019475	5	Data	mRNA
