"Year"	"Author"	"Dataset"	"Position"	"X5prime"	"Reads"	"SD"	"Type"	"DataType"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	499	0	0.9998	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	498	0	1.0001	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	497	0	0.9977	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	496	0	0.9975	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	495	0	1.0026	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	494	0	0.9988	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	493	0	0.998	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	492	0	0.9937	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	491	0	0.9915	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	490	0	0.9842	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	489	0	0.9922	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	488	0	1.0019	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	487	0	0.9922	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	486	0	0.9951	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	485	0	0.9937	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	484	0	0.9925	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	483	0	0.9953	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	482	0	0.996	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	481	0	0.995	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	480	0	1.0029	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	479	0	1.0019	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	478	0	0.9956	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	477	0	0.9931	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	476	0	0.9904	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	475	0	0.9869	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	474	0	0.9861	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	473	0	0.9923	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	472	0	0.9835	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	471	0	0.9931	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	470	0	0.9948	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	469	0	0.9897	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	468	0	0.994	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	467	0	0.9968	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	466	0	0.9972	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	465	0	1.0001	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	464	0	1.0054	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	463	0	1.0148	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	462	0	1.0231	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	461	0	1.0251	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	460	0	1.0217	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	459	0	1.0253	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	458	0	1.0241	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	457	0	1.0165	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	456	0	1.0138	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	455	0	1.0124	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	454	0	1.0107	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	453	0	1.0115	0	100	"mRNA"
"2012"	"Brar"	"mRNA_i_tp_traditional_tc_the_first_lane_of_this"	452	0	1.0041	0	100	"mRNA"
