"Year"	"Author"	"Dataset"	"Position"	"X5prime"	"Reads"	"SD"	"Type"	"DataType"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	499	0	0.9951	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	498	0	0.9917	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	497	0	0.985	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	496	0	0.9734	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	495	0	0.9707	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	494	0	0.9743	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	493	0	0.9741	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	492	0	0.9766	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	491	0	0.9871	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	490	0	0.9902	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	489	0	0.989	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	488	0	0.989	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	487	0	0.9879	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	486	0	0.9934	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	485	0	0.992	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	484	0	0.9913	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	483	0	0.9948	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	482	0	0.9945	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	481	0	0.9987	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	480	0	1.0007	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	479	0	1.0009	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	478	0	1.0027	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	477	0	1.0006	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	476	0	1.0066	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	475	0	1.0066	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	474	0	1.0023	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	473	0	1.0033	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	472	0	1.0057	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	471	0	1.0065	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	470	0	1.0131	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	469	0	1.0093	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	468	0	1.0088	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	467	0	1.0083	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	466	0	1.0045	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	465	0	1.0118	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	464	0	1.0158	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	463	0	1.0147	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	462	0	1.0106	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	461	0	1.0153	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	460	0	1.0095	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	459	0	1.0132	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	458	0	1.0145	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	457	0	1.0107	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	456	0	1.0085	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	455	0	1.0084	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	454	0	1.0101	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	453	0	1.0089	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	452	0	1.0057	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	451	0	1.0062	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	450	0	1.0019	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	449	0	1.0054	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	448	0	1.0061	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	447	0	1.0044	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	446	0	1.0033	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	445	0	0.9902	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	444	0	0.9855	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	443	0	0.9823	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	442	0	0.9769	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	441	0	0.9813	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	440	0	0.9851	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	439	0	0.9833	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	438	0	0.9842	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	437	0	0.9852	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	436	0	0.9816	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	435	0	0.9894	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	434	0	0.9917	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	433	0	0.9875	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	432	0	0.9885	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	431	0	0.9854	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	430	0	0.9852	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	429	0	0.9836	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	428	0	0.9969	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	427	0	0.9921	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	426	0	0.9928	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	425	0	0.9968	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	424	0	0.9903	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	423	0	0.9991	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	422	0	0.9974	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	421	0	1.0004	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	420	0	1.0048	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	419	0	1.0048	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	418	0	0.9969	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	417	0	0.9996	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	416	0	1.0013	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	415	0	0.9987	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	414	0	1.0003	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	413	0	1.0064	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	412	0	1.0119	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	411	0	1.0123	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	410	0	1.0223	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	409	0	1.0115	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	408	0	1.0136	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	407	0	1.0166	0	100	"mRNA"
"2012"	"Brar"	"mRNA_V_tp_traditional_tc"	406	0	1.0172	0	100	"mRNA"
