"Year"	"Author"	"Dataset"	"Position"	"X5prime"	"Reads"	"SD"	"Type"	"DataType"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	499	0	1.0062	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	498	0	1.0101	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	497	0	1.009	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	496	0	1.0094	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	495	0	1.0127	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	494	0	1.0112	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	493	0	1.0089	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	492	0	1.0106	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	491	0	1.0104	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	490	0	1.0096	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	489	0	1.0105	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	488	0	1.0091	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	487	0	1.0089	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	486	0	1.0089	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	485	0	1.0091	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	484	0	1.007	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	483	0	1.0111	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	482	0	1.0088	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	481	0	1.0073	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	480	0	1.0093	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	479	0	1.0072	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	478	0	1.0064	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	477	0	1.007	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	476	0	1.0062	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	475	0	1.006	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	474	0	1.0068	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	473	0	1.0051	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	472	0	1.0041	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	471	0	1.0091	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	470	0	1.0085	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	469	0	1.0079	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	468	0	0.9942	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	467	0	0.9925	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	466	0	0.9921	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	465	0	0.9904	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	464	0	0.9909	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	463	0	0.9884	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	462	0	0.989	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	461	0	0.9863	0	100	"mRNA"
"2015"	"Nedialkova"	"WT_mRNA_diamide_rep2"	460	0	0.9836	0	100	"mRNA"
