Position	Mean	SD	End	BG	DataType
1	0.692736501423695	0.013762151518903	5	Data	mRNA
2	0.69469489297231	0.0137176426200709	5	Data	mRNA
3	0.683567668264271	0.0135841159235744	5	Data	mRNA
4	0.679650885167041	0.0135663123640415	5	Data	mRNA
5	0.672974550342217	0.0132992589710486	5	Data	mRNA
6	0.670838123198274	0.0137443479593702	5	Data	mRNA
7	0.672084372365574	0.0139223835546988	5	Data	mRNA
8	0.670304016412288	0.0138956782153995	5	Data	mRNA
9	0.667188393494037	0.0136019194831073	5	Data	mRNA
10	0.660334023073885	0.012400179214639	5	Data	mRNA
11	0.657663489143955	0.012337866756274	5	Data	mRNA
12	0.657040364560305	0.0123823756551061	5	Data	mRNA
13	0.658197595929941	0.0123200631967411	5	Data	mRNA
14	0.656150186583662	0.0117770546309888	5	Data	mRNA
15	0.653479652653732	0.0115278047975287	5	Data	mRNA
16	0.651699296700446	0.0113586709819665	5	Data	mRNA
17	0.64724840681723	0.0116524297142588	5	Data	mRNA
18	0.643153588124672	0.0116613314940252	5	Data	mRNA
19	0.639058769432113	0.0112251442854701	5	Data	mRNA
20	0.633539665976926	0.0111361264878057	5	Data	mRNA
21	0.631581274428311	0.0111272247080393	5	Data	mRNA
22	0.622590476864215	0.010067912915834	5	Data	mRNA
23	0.617427444599685	0.0100234040170018	5	Data	mRNA
24	0.613421643704791	0.00947149367148306	5	Data	mRNA
25	0.609593878405225	0.0094536901119502	5	Data	mRNA
26	0.602917543580402	0.00900860112362862	5	Data	mRNA
27	0.59855567149485	0.00898189578432933	5	Data	mRNA
28	0.593214603634992	0.00891068154619788	5	Data	mRNA
29	0.588140589168126	0.00866677278059766	5	Data	mRNA
30	0.58493594845221	0.00864629868713486	5	Data	mRNA
31	0.577814524639065	0.00813711688449499	5	Data	mRNA
32	0.574075777137164	0.00809972940947597	5	Data	mRNA
33	0.571138189814242	0.0080116017897883	5	Data	mRNA
34	0.567488460110005	0.00786116171173561	5	Data	mRNA
35	0.563660694810439	0.00786739295757211	5	Data	mRNA
36	0.560723107487517	0.00780864121111367	5	Data	mRNA
37	0.558141591355252	0.00766888326878069	5	Data	mRNA
38	0.554669897246343	0.00762704490387846	5	Data	mRNA
39	0.550397042958456	0.00752200390263457	5	Data	mRNA
40	0.549506864981813	0.00764751899734126	5	Data	mRNA
41	0.541317227596696	0.00710718096551887	5	Data	mRNA
42	0.541673298787354	0.00707424438038307	5	Data	mRNA
43	0.541495263192025	0.00705198993096699	5	Data	mRNA
44	0.53829062247611	0.00703418637143413	5	Data	mRNA
45	0.534017768188222	0.00628376633712396	5	Data	mRNA
46	0.534195803783551	0.0063362868377459	5	Data	mRNA
47	0.532771519020922	0.00637723502467149	5	Data	mRNA
48	0.534729910569537	0.00650453047533146	5	Data	mRNA
49	0.531258216460629	0.00608881736023911	5	Data	mRNA
50	0.530902145269971	0.00610484056381869	5	Data	mRNA
51	0.531881341044279	0.00610573074179533	5	Data	mRNA
52	0.531436252055957	0.00610395038584204	5	Data	mRNA
53	0.528409646935371	0.00569891940646941	5	Data	mRNA
54	0.530991163067636	0.00576301222078772	5	Data	mRNA
55	0.530368038483986	0.00573719705946507	5	Data	mRNA
56	0.530546074079314	0.00572562474576871	5	Data	mRNA
57	0.531881341044279	0.0058822960696579	5	Data	mRNA
58	0.530011967293328	0.00584401841666224	5	Data	mRNA
59	0.529121789316685	0.00585737108631189	5	Data	mRNA
60	0.528854735923692	0.00585203001845203	5	Data	mRNA
61	0.530100985090993	0.00587428446786811	5	Data	mRNA
62	0.529566878305007	0.00580485058568995	5	Data	mRNA
63	0.529477860507342	0.00572740510172199	5	Data	mRNA
64	0.529833931698	0.00568378638086648	5	Data	mRNA
65	0.528053575744713	0.00564105783798761	5	Data	mRNA
66	0.530011967293328	0.00564817926180075	5	Data	mRNA
67	0.531436252055957	0.00567488460110005	5	Data	mRNA
68	0.532771519020922	0.00563304623619782	5	Data	mRNA
69	0.53499696396253	0.00566509264335697	5	Data	mRNA
70	0.537845533487788	0.00568912744872634	5	Data	mRNA
71	0.538023569083117	0.00570604083028256	5	Data	mRNA
72	0.538557675869103	0.0057006997624227	5	Data	mRNA
73	0.53953687164341	0.00571672296600227	5	Data	mRNA
74	0.539269818250417	0.00554580879448679	5	Data	mRNA
75	0.541851334382682	0.0056944685165862	5	Data	mRNA
76	0.543275619145311	0.00569802922849277	5	Data	mRNA
77	0.542741512359325	0.00569891940646941	5	Data	mRNA
78	0.543542672538304	0.00573541670351178	5	Data	mRNA
79	0.543987761526626	0.00572918545767528	5	Data	mRNA
80	0.544788921705605	0.00572740510172199	5	Data	mRNA
81	0.548082580219184	0.00585915144226518	5	Data	mRNA
82	0.548794722600499	0.00586271215417175	5	Data	mRNA
83	0.549862936172471	0.00611908341144498	5	Data	mRNA
84	0.549862936172471	0.00608258611440261	5	Data	mRNA
85	0.551554274328092	0.00608258611440261	5	Data	mRNA
86	0.553868737067365	0.00612531465728148	5	Data	mRNA
87	0.556272217604301	0.00614667892872091	5	Data	mRNA
88	0.556895342187951	0.00614400839479098	5	Data	mRNA
89	0.558141591355252	0.00616270213230049	5	Data	mRNA
90	0.560189000701531	0.0062000896073195	5	Data	mRNA
91	0.561524267666496	0.00612798519121141	5	Data	mRNA
92	0.564105783798761	0.00618228604778664	5	Data	mRNA
93	0.566242210942704	0.00619652889541293	5	Data	mRNA
94	0.565797121954383	0.00615558070848735	5	Data	mRNA
95	0.566064175347376	0.00617783515790342	5	Data	mRNA
96	0.567844531300662	0.00617338426802021	5	Data	mRNA
97	0.569001762670298	0.00614489857276763	5	Data	mRNA
98	0.570337029635263	0.00615380035253406	5	Data	mRNA
99	0.572829527969864	0.00629622882879696	5	Data	mRNA
100	0.571227207611906	0.00618228604778664	5	Data	mRNA
101	0.57131622540957	0.00620454049720272	5	Data	mRNA
102	0.572384438981542	0.00587695500179804	5	Data	mRNA
103	0.574164794934828	0.00589742909526083	5	Data	mRNA
104	0.574965955113807	0.00593303621432656	5	Data	mRNA
105	0.575322026304464	0.00588674695954112	5	Data	mRNA
106	0.5764792576741	0.00587250411191483	5	Data	mRNA
107	0.578971756008701	0.00599000760483172	5	Data	mRNA
108	0.581820325533959	0.00600336027448137	5	Data	mRNA
109	0.582799521308267	0.00601137187627116	5	Data	mRNA
110	0.581731307736295	0.00598644689292515	5	Data	mRNA
111	0.583422645891917	0.00600157991852808	5	Data	mRNA
112	0.583511663689581	0.00601137187627116	5	Data	mRNA
113	0.582532467915274	0.00590633087502726	5	Data	mRNA
114	0.580752111961988	0.00581731307736295	5	Data	mRNA
115	0.580574076366659	0.00570782118623584	5	Data	mRNA
