Position	Mean	SD	End	BG	DataType
1	0.566427419806652	0.012069246714765	5	Data	mRNA
2	0.572819232708553	0.0120880461644765	5	Data	mRNA
3	0.571221279483077	0.0120786464396208	5	Data	mRNA
4	0.570939287737405	0.0120504472650536	5	Data	mRNA
5	0.570093312500389	0.0120410475401978	5	Data	mRNA
6	0.578553064870552	0.0120222480904864	5	Data	mRNA
7	0.587576800732058	0.0120410475401978	5	Data	mRNA
8	0.591806676917139	0.0120316478153421	5	Data	mRNA
9	0.600736415530088	0.0120410475401978	5	Data	mRNA
10	0.609102170651694	0.0120598469899093	5	Data	mRNA
11	0.613896030328119	0.0120598469899093	5	Data	mRNA
12	0.623577746929527	0.0120786464396208	5	Data	mRNA
13	0.632225493796804	0.0120974458893322	5	Data	mRNA
14	0.636455369981885	0.0120880461644765	5	Data	mRNA
15	0.645385108594835	0.0120974458893322	5	Data	mRNA
16	0.652152910490964	0.012106845614188	5	Data	mRNA
17	0.657228761913062	0.0121256450638995	5	Data	mRNA
18	0.667192470260142	0.0121256450638995	5	Data	mRNA
19	0.674900244641846	0.0119188511170733	5	Data	mRNA
20	0.669260409728404	0.00580339012593141	5	Data	mRNA
21	0.676968184110108	0.00582124960315731	5	Data	mRNA
22	0.681010065798074	0.00554489769239867	5	Data	mRNA
23	0.68364198875768	0.00551763849031704	5	Data	mRNA
24	0.691067771393712	0.00551951843528819	5	Data	mRNA
25	0.696519611810038	0.00549131926072098	5	Data	mRNA
26	0.702065449474923	0.00577425097887863	5	Data	mRNA
27	0.709115243116725	0.00578459067621994	5	Data	mRNA
28	0.715037069775838	0.00580433009841699	5	Data	mRNA
29	0.716541025752756	0.0056614542806098	5	Data	mRNA
30	0.721898868920526	0.00566991403297996	5	Data	mRNA
31	0.726222742354164	0.00568213367529242	5	Data	mRNA
32	0.728666670816656	0.00568589356523471	5	Data	mRNA
33	0.732896547001737	0.00566803408800881	5	Data	mRNA
34	0.735716464458458	0.00564547474835505	5	Data	mRNA
35	0.739476354400752	0.00565393450072521	5	Data	mRNA
36	0.743236244343046	0.0056473546933262	5	Data	mRNA
37	0.746996134285341	0.00564829466581177	5	Data	mRNA
38	0.747090131533898	0.00561821554627341	5	Data	mRNA
39	0.749252068250717	0.0055796766743649	5	Data	mRNA
40	0.751414004967537	0.00558531650927834	5	Data	mRNA
41	0.751038015973307	0.00556369714211015	5	Data	mRNA
42	0.754797905915602	0.00557497681193703	5	Data	mRNA
43	0.756019870146847	0.00556933697702359	5	Data	mRNA
44	0.755831875649733	0.00558343656430719	5	Data	mRNA
45	0.756395859141077	0.00559095634419178	5	Data	mRNA
46	0.757899815117995	0.00558907639922063	5	Data	mRNA
47	0.755737878401175	0.00558249659182162	5	Data	mRNA
48	0.753857933430028	0.00558437653679276	5	Data	mRNA
49	0.749910048990619	0.0055580573071967	5	Data	mRNA
50	0.748782082007931	0.00556933697702359	5	Data	mRNA
51	0.744928194817079	0.00555899727968228	5	Data	mRNA
52	0.750756024227635	0.00559095634419178	5	Data	mRNA
53	0.75592587289829	0.00560223601401866	5	Data	mRNA
54	0.761565707811732	0.00563889494095603	5	Data	mRNA
55	0.764197630771338	0.00564641472084062	5	Data	mRNA
56	0.762411683048748	0.00563231513355702	5	Data	mRNA
57	0.76447962251701	0.00563137516107144	5	Data	mRNA
58	0.765513592251141	0.0056116357388744	5	Data	mRNA
59	0.764291628019895	0.00558907639922063	5	Data	mRNA
60	0.764667617014125	0.00559001637170621	5	Data	mRNA
61	0.764855611511239	0.00560129604153309	5	Data	mRNA
62	0.762599677545863	0.00557215689448031	5	Data	mRNA
63	0.76447962251701	0.00558719645424948	5	Data	mRNA
64	0.765325597754026	0.00559001637170621	5	Data	mRNA
65	0.764197630771338	0.00557873670187932	5	Data	mRNA
66	0.764667617014125	0.00557215689448031	5	Data	mRNA
67	0.764667617014125	0.00557685675690818	5	Data	mRNA
68	0.762129691303076	0.00555711733471113	5	Data	mRNA
69	0.763915639025666	0.00556463711459572	5	Data	mRNA
70	0.763633647279994	0.00556087722465342	5	Data	mRNA
71	0.761659705060289	0.00554301774742753	5	Data	mRNA
72	0.763257658285764	0.00554301774742753	5	Data	mRNA
73	0.763257658285764	0.0055580573071967	5	Data	mRNA
74	0.762223688551633	0.005561817197139	5	Data	mRNA
75	0.763069663788649	0.00556651705956687	5	Data	mRNA
76	0.759873757337699	0.00526854578164003	5	Data	mRNA
77	0.756583853638191	0.00527512558903905	5	Data	mRNA
78	0.757993812366552	0.00528264536892364	5	Data	mRNA
79	0.758275804112224	0.00526196597424102	5	Data	mRNA
80	0.756113867395405	0.00525162627689971	5	Data	mRNA
81	0.758369801360781	0.00522624701978922	5	Data	mRNA
82	0.759027782100683	0.00521590732244791	5	Data	mRNA
83	0.756395859141077	0.00521872723990463	5	Data	mRNA
84	0.757805817869437	0.00524504646950069	5	Data	mRNA
85	0.757805817869437	0.00524316652452955	5	Data	mRNA
86	0.756395859141077	0.00523376679967381	5	Data	mRNA
87	0.758557795857896	0.00523940663458725	5	Data	mRNA
88	0.760155749083371	0.00523658671713053	5	Data	mRNA
89	0.758651793106453	0.00521120746002005	5	Data	mRNA
90	0.759873757337699	0.0052093275150489	5	Data	mRNA
